NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
XZADGB555ZJ,28,277,HRTA21454266244085,EZFD55168274125564,542.96,1651542024.246247,1657158024.246248,766-16-4299,aceptado
EQSPGB5NTR2,28,277,HRTA21454266244085,PBVD65727306450546,18.01,1650678024.246269,1657244424.246271,766-16-4299,rechazado
VRHQGBBE7L4,28,277,HRTA21454266244085,UXMK26887902607869,332.85,1652578824.246291,1658367624.246293,766-16-4299,rechazado
MPQQGBGWUV1,28,277,HRTA21454266244085,OHGW76735531643263,149.43,1652146824.246314,1658799624.246315,766-16-4299,pendiente
ZUEKGBGEUCS,28,277,HRTA21454266244085,TYZF51890603768043,300.9,1650332424.246336,1657417224.246338,766-16-4299,pendiente
PXOSGBN9GRU,28,277,HRTA21454266244085,CKFN04262394839886,999.71,1651023624.246358,1658713224.24636,766-16-4299,pendiente
ZYFRGBKBS1M,28,277,HRTA21454266244085,DNXJ81278107440094,946.61,1650159624.24638,1657244424.246381,766-16-4299,rechazado
WZXXGBBJBVO,28,277,HRTA21454266244085,AIAM61234719227179,372.54,1651801224.246402,1657676424.246404,766-16-4299,rechazado
MOXLGB19I2N,28,277,HRTA21454266244085,TCSL93982586584636,979.44,1651282824.246424,1657676424.246426,766-16-4299,pendiente
FZDBGBRZ326,28,277,HRTA21454266244085,LKEL71528406226317,372.3,1653356424.246447,1658713224.246448,766-16-4299,aceptado
WAESGB1Z8RF,28,277,HRTA21454266244085,HMYQ75079369346548,267.47,1652924424.246474,1658367624.246476,766-16-4299,rechazado
WLTOGBF4HLC,28,277,HRTA21454266244085,AOWF93941935841960,986.41,1652578824.246497,1657503624.246499,766-16-4299,rechazado
SKFSGB9IBD9,28,277,HRTA21454266244085,VMFX15908469750619,652.54,1653615624.24652,1657244424.246522,766-16-4299,aceptado
XDHGGB1N21A,28,277,HRTA21454266244085,DJMH94642477768205,684.35,1651455624.246542,1657244424.246544,766-16-4299,rechazado
DGZUGBHDGDY,28,277,HRTA21454266244085,UKYN70889558014216,416.65,1650937224.246564,1658713224.246566,766-16-4299,aceptado
VNXQGBAMT84,28,277,HRTA21454266244085,IVFX64673320109709,555.83,1652924424.246586,1658799624.246588,766-16-4299,pendiente
CMKFGB075N9,28,277,HRTA21454266244085,UPDJ13709647362883,500.68,1650505224.246609,1657244424.24661,766-16-4299,rechazado
DCZYGBRSNTB,93,133,FNYI36154747116934,OQOS46134606231640,488.27,1652233224.246936,1658626824.246938,507-23-9757,rechazado
MRVJGBT1WYZ,93,133,FNYI36154747116934,XCBV49846755073319,848.85,1652060424.246962,1658367624.246963,507-23-9757,rechazado
ZFPHGBZUYIH,93,133,FNYI36154747116934,XXFC02939191943778,691.29,1652406024.246985,1658367624.246987,507-23-9757,aceptado
PNKOGBF3B13,93,133,FNYI36154747116934,TSLI45590655080921,520.22,1653529224.247008,1658281224.24701,507-23-9757,rechazado
KSQZGB9DFHA,93,133,FNYI36154747116934,JIYY39439302926127,735.95,1650937224.247035,1658281224.247037,507-23-9757,aceptado
PKEGGBJ4QRB,93,133,FNYI36154747116934,LIMW54983586337189,325.08,1653270024.247058,1657590024.24706,507-23-9757,pendiente
CONWGBI4DFH,93,133,FNYI36154747116934,ECSP38092408501810,841.16,1652924424.247081,1658022024.247083,507-23-9757,aceptado
CAQNGBUFANH,93,133,FNYI36154747116934,EPKT63956407557750,49.57,1652406024.247104,1658022024.247106,507-23-9757,aceptado
DNJTGBQK4K1,93,133,FNYI36154747116934,XJYZ67545481269668,889.65,1652751624.247127,1657330824.247128,507-23-9757,pendiente
QLHVGBM1FEL,93,133,FNYI36154747116934,XHTG59833603473883,713.14,1653442824.247149,1657244424.247151,507-23-9757,rechazado
TXJDGBZQLO2,93,133,FNYI36154747116934,KKNV00759166597022,645.13,1652060424.247172,1657503624.247174,507-23-9757,pendiente
EVRDGBA0CAW,93,133,FNYI36154747116934,EMRW90554119140896,424.04,1653270024.247195,1657417224.247197,507-23-9757,pendiente
UZSLGBPPW4J,93,133,FNYI36154747116934,MDTW14515763862626,66.22,1653442824.247218,1658799624.247219,507-23-9757,rechazado
EZIJGBQSNZI,93,133,FNYI36154747116934,WJIV40630626631304,424.87,1653097224.24724,1658626824.247242,507-23-9757,rechazado
FZTLGBDFQW7,93,133,FNYI36154747116934,PGDS28509401402353,425.11,1651455624.247278,1658022024.24728,507-23-9757,rechazado
GORRGBSFZIV,93,133,FNYI36154747116934,VGKC39042261986603,718.01,1651282824.247303,1657849224.247305,507-23-9757,pendiente
NSVHGB6WYEA,93,133,FNYI36154747116934,GFRL66141086540617,778.89,1651282824.247327,1658281224.247329,507-23-9757,rechazado
DVSNGB7I4QZ,93,133,FNYI36154747116934,JAIQ18647512140546,480.9,1651628424.24735,1658454024.247351,507-23-9757,aceptado
OFHKGBUIWF4,93,133,FNYI36154747116934,TOAI07411989938666,39.23,1651801224.247373,1657935624.247375,507-23-9757,pendiente
BPQQGBITKL5,93,133,FNYI36154747116934,RBAE72725163423556,284.23,1652146824.247396,1657330824.247398,507-23-9757,pendiente
QZAFGB49KTL,82,292,GPRO90128864398574,NKIX06833189622062,317.68,1651455624.247683,1657762824.247685,667-88-7535,rechazado
XOMEGBRPAAZ,82,292,GPRO90128864398574,BISD55310325744202,761.71,1650505224.247706,1658194824.247708,667-88-7535,pendiente
IGLPGB0J28P,82,292,GPRO90128864398574,MSWR62316995122538,38.71,1653010824.247729,1658540424.247731,667-88-7535,rechazado
SPDAGBYLBIN,82,292,GPRO90128864398574,JUTS85205732198632,765.42,1653442824.247752,1657244424.247754,667-88-7535,pendiente
BRHBGB21C5Y,82,292,GPRO90128864398574,TRJM17132551467373,829.18,1653615624.247775,1657590024.247777,667-88-7535,aceptado
AUXQGBOKMWE,82,292,GPRO90128864398574,BKEC19032851230449,206.57,1652924424.247798,1657330824.2478,667-88-7535,pendiente
PILBGB9LAU6,82,292,GPRO90128864398574,PMAR31678334620470,143.08,1653097224.247821,1657071624.247822,667-88-7535,rechazado
RQBDGBEUBD1,82,292,GPRO90128864398574,YNFO60080931544645,891.69,1651196424.247844,1657762824.247845,667-88-7535,rechazado
UKHZGBXZAM2,82,292,GPRO90128864398574,RLKP75578917730915,701.85,1651542024.247867,1658713224.247868,667-88-7535,aceptado
LYEXGBX22W4,82,292,GPRO90128864398574,PVYN56510504234552,321.81,1650764424.24789,1657762824.247891,667-88-7535,pendiente
EUKXGBW72L3,82,292,GPRO90128864398574,CQZA48358069162782,467.73,1651282824.24792,1658367624.247921,667-88-7535,rechazado
VPQHGBAD1BI,82,292,GPRO90128864398574,EUHE13348091074192,798.1,1652751624.247942,1658194824.247944,667-88-7535,rechazado
PWHLGB2AKWV,82,292,GPRO90128864398574,BOLB16238878756166,777.67,1650678024.247965,1658626824.247967,667-88-7535,aceptado
LKPOGB9OAB9,82,292,GPRO90128864398574,VYSB55586294409745,107.15,1650159624.247988,1657935624.24799,667-88-7535,aceptado
TRPMGBEFMRM,82,292,GPRO90128864398574,FKAF00062070702632,368.08,1652233224.248011,1657503624.248012,667-88-7535,rechazado
JCLVGBWXYIV,82,292,GPRO90128864398574,QYMN57724088136233,96.28,1650159624.248033,1658281224.248035,667-88-7535,pendiente
ECSJGBMQJOS,82,292,XEKK66626022213819,VZIU30261681565418,769.72,1651196424.248057,1657935624.248058,667-88-7535,rechazado
ZUHBGBGOZA3,82,292,XEKK66626022213819,TYLW94848209777905,17.17,1651282824.248096,1658799624.248098,667-88-7535,aceptado
SSDHGBE7B8M,82,292,XEKK66626022213819,NMLW30037264930828,460.08,1653529224.248119,1657417224.248121,667-88-7535,aceptado
YQMYGB9M0IZ,82,292,XEKK66626022213819,NGCU85665745911781,967.11,1653615624.248142,1658367624.248143,667-88-7535,pendiente
UITGGB4ZMFW,91,248,KOCU61016333771746,RMZN39299493355732,552.75,1652838024.248433,1658367624.248435,360-09-8478,aceptado
FRDBGB6FXDT,91,248,KOCU61016333771746,GXGC04308494627110,988.01,1652233224.248456,1657071624.248458,360-09-8478,pendiente
FAOYGBEGCNC,91,248,KOCU61016333771746,CHID49031388015872,917.88,1651455624.248479,1657762824.24848,360-09-8478,rechazado
XNBFGBWBG2C,91,248,KOCU61016333771746,HRIZ89692775967773,301.26,1653183624.248502,1657158024.248503,360-09-8478,aceptado
VYFRGBB4XU7,91,248,YIGX79846433723099,TAKQ41591121555328,498.29,1650246024.248525,1657071624.248527,360-09-8478,aceptado
LSAYGBU3UUI,91,248,OHRY32143600406874,YBWN04087226249934,760.44,1651196424.248613,1657849224.248615,360-09-8478,rechazado
ZRBGGBFESEP,91,248,OHRY32143600406874,UXLW30087555929467,349.42,1651714824.248652,1657590024.248654,360-09-8478,aceptado
NKWGGBQ3MK1,91,248,CHLP92862334444576,LVMK11980862356841,51.1,1652146824.248675,1657762824.248677,360-09-8478,pendiente
VQUGGBEKDJT,91,248,CHLP92862334444576,OAST76417296100323,409.8,1651282824.248714,1658194824.248716,360-09-8478,pendiente
WHWCGBJQ74V,91,248,CHLP92862334444576,JSKL26278865890697,266.62,1653615624.248746,1658454024.248748,360-09-8478,pendiente
RUILGB2WU0G,91,248,CHLP92862334444576,EBTY68118905997972,401.15,1651801224.248769,1658108424.24877,360-09-8478,aceptado
RVDLGBQRH0C,91,248,CHLP92862334444576,SSXM76018144325619,789.34,1652406024.248792,1657244424.248793,360-09-8478,aceptado
ANLCGBKDSFU,91,248,CHLP92862334444576,ZSHG02044443002620,457.64,1653529224.248814,1657503624.248816,360-09-8478,rechazado
DEYFGBDGRR4,91,248,CHLP92862334444576,KSZW22409579284464,396.15,1652924424.248836,1658799624.248838,360-09-8478,rechazado
BMYGGBO5FEN,91,248,CHLP92862334444576,ZIRR46818223168247,753.02,1652319624.248859,1658281224.24886,360-09-8478,aceptado
GLHZGB1H4JT,91,248,CHLP92862334444576,GISM63147119335755,219.42,1651110024.24888,1657330824.248882,360-09-8478,rechazado
NKCAGB0SGI3,91,248,CHLP92862334444576,TQTG30708043756604,286.63,1652492424.248902,1658022024.248904,360-09-8478,pendiente
DEQXGBHKCI7,91,248,CHLP92862334444576,KJGU71835567575029,849.08,1653097224.248925,1657330824.248926,360-09-8478,aceptado
IJUHGB7QVXY,91,248,CHLP92862334444576,MJMV85014331089655,894.71,1653010824.248948,1657676424.248949,360-09-8478,rechazado
ICSEGBJE5RY,91,248,CHLP92862334444576,ALAA39409491814466,813.21,1650418824.24897,1657676424.248972,360-09-8478,aceptado
WQCTGBQ6E33,67,220,XWQA03279178213833,EYVR08053079129144,311.01,1652146824.249285,1658194824.249289,710-44-7625,rechazado
RCFVGBTNZ5O,67,220,XWQA03279178213833,PWLG44216477053275,779.07,1650332424.249309,1657330824.249328,710-44-7625,aceptado
QPYDGB6C82T,67,220,XWQA03279178213833,UJVV14261664316016,32.45,1653270024.249349,1658281224.249351,710-44-7625,aceptado
SEOKGBDKUNX,67,220,XWQA03279178213833,RFOM29366549199533,510.88,1651628424.249372,1657762824.249374,710-44-7625,aceptado
NCFQGBOVU06,67,220,XWQA03279178213833,XDDE92499096116794,117.55,1650246024.249394,1657503624.249396,710-44-7625,pendiente
RDRFGB8K5NV,67,220,XWQA03279178213833,VITN42331157105910,729.41,1650246024.249416,1657762824.249418,710-44-7625,pendiente
QEBHGB18LCX,67,220,XWQA03279178213833,UCKN12002013340318,961.77,1652233224.249438,1658626824.24944,710-44-7625,rechazado
FAXUGB1UU5G,67,220,WKJI86917349363204,XHOT73003544044204,140.03,1651110024.24946,1658281224.249462,710-44-7625,pendiente
XVZFGBQBBSQ,67,220,WKJI86917349363204,AUJV88761635349182,765.25,1650937224.249499,1657244424.249501,710-44-7625,pendiente
UOYPGBDWAIH,67,220,WKJI86917349363204,LFMD84738030697086,627.68,1653010824.249521,1658367624.249523,710-44-7625,rechazado
XZAPGBD5Z83,67,220,WKJI86917349363204,HLTF32199475542922,333.22,1652578824.249543,1657071624.249545,710-44-7625,rechazado
VQNLGBEXQW5,67,220,WKJI86917349363204,WHEY57193563095376,511.24,1651282824.249565,1658454024.249567,710-44-7625,rechazado
ZKYMGBK25IZ,67,220,WKJI86917349363204,WWAS47042746878164,86.84,1652146824.249587,1658626824.249589,710-44-7625,pendiente
YYPVGBIO7KR,67,220,WKJI86917349363204,MLOL57582955519422,598.89,1651110024.24961,1658367624.249611,710-44-7625,rechazado
AZSOGBCENT7,67,220,WKJI86917349363204,EEOJ39975333250509,176.21,1652751624.249631,1658713224.249633,710-44-7625,aceptado
OZJQGBF8ZV1,67,220,WKJI86917349363204,GIJA25782267839868,392.03,1650159624.249653,1658626824.249655,710-44-7625,rechazado
GXZVGBGSML6,67,220,WKJI86917349363204,RJBI49375125397734,9.97,1652751624.249676,1657935624.249677,710-44-7625,pendiente
PQVVGBT4784,67,220,WKJI86917349363204,WJZJ88803813156395,33.95,1651282824.249701,1657849224.249702,710-44-7625,pendiente
OQBOGB91RVW,67,220,WKJI86917349363204,CFQE02618909076028,178.1,1653097224.249723,1657330824.249724,710-44-7625,aceptado
JMOZGBU0SEC,67,220,WKJI86917349363204,VDLG57799280404320,73.64,1650678024.249749,1658022024.24975,710-44-7625,pendiente
HQLTGBP76W8,41,203,PPRP31185395023184,MCHT80068447727688,847.6,1651282824.250031,1657503624.250032,005-77-1076,rechazado
UWRGGB6OQS8,41,203,PPRP31185395023184,EUBW42397878071384,662.47,1650159624.250069,1657676424.25007,005-77-1076,rechazado
XHKQGBDYMPP,41,203,PPRP31185395023184,PGCE08576992179312,611.0,1653183624.250092,1657503624.250097,005-77-1076,pendiente
GEHBGBLOD1Z,41,203,PPRP31185395023184,ZZSJ81162183269936,588.62,1652060424.250117,1658454024.250119,005-77-1076,aceptado
LPMXGBKHG74,41,203,PPRP31185395023184,PLVX90177078667181,703.38,1652838024.250139,1657244424.250141,005-77-1076,rechazado
AFUIGBNL6K0,41,203,PPRP31185395023184,UGAK30017997377249,272.36,1652319624.250162,1657762824.250163,005-77-1076,pendiente
VCDQGB3LGLC,41,203,PPRP31185395023184,YCDG49292014053985,592.75,1653356424.250184,1657244424.250186,005-77-1076,rechazado
HIRVGBGQEC6,41,203,PPRP31185395023184,WOSO93291650270913,26.13,1650850824.250206,1658540424.250208,005-77-1076,pendiente
XVAUGBJ6HVT,41,203,PPRP31185395023184,YGSU37659484710876,140.75,1652060424.250228,1658799624.25023,005-77-1076,pendiente
FUYCGBA2N0L,41,203,PPRP31185395023184,RXLT17176100456018,502.76,1651542024.25025,1658626824.250252,005-77-1076,pendiente
PRVLGBLJQ5A,41,203,PPRP31185395023184,RRBJ56993649265048,533.41,1650764424.250272,1658022024.250274,005-77-1076,pendiente
YXXHGB444DI,41,203,PPRP31185395023184,NWVT26264785818004,878.05,1651196424.250294,1657071624.250296,005-77-1076,aceptado
NCXVGBHTYD9,41,203,PPRP31185395023184,CLHY84244907813732,349.35,1650246024.250319,1658626824.250321,005-77-1076,rechazado
HBFJGBORCSK,41,203,PPRP31185395023184,DASF96102409284188,594.58,1651282824.250341,1657330824.250343,005-77-1076,aceptado
NTGFGBHULU2,41,203,PPRP31185395023184,IBTB58660302881642,232.74,1650678024.250366,1658367624.250368,005-77-1076,pendiente
PLBUGB1WJ8A,41,203,PPRP31185395023184,APRL91842756149124,811.53,1652146824.250388,1658194824.25039,005-77-1076,aceptado
XAKXGBTABM6,41,203,PPRP31185395023184,OZQL53300697691825,822.86,1652060424.25041,1658367624.250411,005-77-1076,pendiente
VCEWGBQUX64,41,203,PPRP31185395023184,UPRO38704087821111,460.62,1650505224.250432,1658454024.250433,005-77-1076,rechazado
RNPNGB9M3Z8,41,203,PPRP31185395023184,ECKD66672526425127,676.46,1651974024.250454,1657330824.250455,005-77-1076,pendiente
RMRRGB29P7U,41,203,PPRP31185395023184,SMVC65802011063877,425.7,1652665224.250479,1657676424.250481,005-77-1076,aceptado
CEBCGB2I86K,71,100,QEKO36483069676205,VYWH79832367900904,4.49,1652665224.250756,1657849224.250758,731-71-7851,aceptado
XTVTGBTH6MG,71,100,QEKO36483069676205,NYYB15684005025875,29.66,1652578824.250779,1658626824.25078,731-71-7851,aceptado
QOWGGBNWR7F,71,100,QEKO36483069676205,YRKF32566915903063,234.87,1650418824.250801,1658540424.250803,731-71-7851,rechazado
HHRHGBUQEHD,71,100,QEKO36483069676205,MIKJ53267915134691,2.95,1652406024.250824,1658022024.250825,731-71-7851,rechazado
RKGYGBGL8ZD,71,100,QEKO36483069676205,AJRO26745268149582,372.39,1651369224.250846,1657071624.250847,731-71-7851,pendiente
ROZAGBGDNXR,71,100,QEKO36483069676205,DPCK63686366467531,461.56,1652406024.250871,1657158024.250872,731-71-7851,aceptado
LJHFGBDIVQR,71,100,QEKO36483069676205,JNGR05378811724712,423.39,1652492424.250893,1658713224.250894,731-71-7851,pendiente
UUTGGBZEX21,71,100,QEKO36483069676205,SGLI55262284822424,643.12,1653356424.250915,1657676424.250916,731-71-7851,aceptado
KDNOGBYW4TE,71,100,QEKO36483069676205,ZYKD84148512465273,624.46,1651282824.250936,1658454024.250938,731-71-7851,aceptado
VBULGBX0JUQ,71,100,QEKO36483069676205,PBHA57451153318094,973.38,1651714824.250958,1657503624.25096,731-71-7851,rechazado
ELBVGBZU9S3,71,100,QEKO36483069676205,YHIA16517925974507,417.32,1652060424.25098,1658454024.250982,731-71-7851,aceptado
YFEEGBGZHIQ,71,100,QEKO36483069676205,HJHX77439144082929,56.72,1653615624.251003,1657762824.251004,731-71-7851,rechazado
ITVUGB19L9L,71,100,QEKO36483069676205,UATG03242499960114,635.13,1651974024.251025,1658281224.251026,731-71-7851,rechazado
WVINGBLYF17,71,100,QEKO36483069676205,LZLA81477279057279,159.32,1651282824.251046,1658799624.251048,731-71-7851,aceptado
XXBOGBHHH4M,71,100,QEKO36483069676205,VLRI71123732004510,907.29,1650937224.251068,1657590024.25107,731-71-7851,pendiente
ECQEGBKDEOM,71,100,QEKO36483069676205,ONJJ94741874542006,464.92,1651196424.25109,1657676424.251092,731-71-7851,aceptado
OFAIGBN5XUY,71,100,QEKO36483069676205,OABF79726667921424,149.13,1650246024.251113,1657158024.251114,731-71-7851,rechazado
BIROGB5ON83,71,100,QEKO36483069676205,KWBQ43473644666286,492.2,1651196424.251135,1658022024.251136,731-71-7851,rechazado
BAEZGBGY4R7,71,100,QEKO36483069676205,YPDV06506987181393,343.66,1651974024.251157,1658799624.251158,731-71-7851,pendiente
IFKOGBXG3XK,71,100,QEKO36483069676205,JHNN26938790910527,126.94,1653270024.251179,1657503624.25118,731-71-7851,rechazado
JXZIGBPV9XY,32,118,SUBH26721642943822,LQWB69427926612509,264.29,1653615624.251456,1657158024.251457,120-94-1157,rechazado
XYVCGBZSZZC,32,118,SUBH26721642943822,QOHL55660778586209,452.43,1650418824.251478,1658799624.251479,120-94-1157,pendiente
BASMGBJN7TH,32,118,SUBH26721642943822,FDHV29469761242444,798.28,1651887624.2515,1657503624.251502,120-94-1157,rechazado
SXHLGBDZBVS,32,118,SUBH26721642943822,LPSX50228537673635,117.89,1651974024.251522,1657590024.251523,120-94-1157,rechazado
IPIRGBRXCS9,32,118,SUBH26721642943822,HQOM92807589261215,707.06,1652146824.251544,1657244424.251546,120-94-1157,rechazado
CFTEGBZQ4TV,32,118,SUBH26721642943822,ILXQ49087473997183,779.6,1652233224.251567,1658367624.251569,120-94-1157,aceptado
TMQIGBCPHPB,32,118,SUBH26721642943822,RPDK81450078585279,887.23,1651196424.251589,1658540424.251591,120-94-1157,rechazado
JWHJGB5BRTM,32,118,SUBH26721642943822,YYNU29105121433898,87.84,1651542024.251612,1657935624.251613,120-94-1157,aceptado
QDZIGBIRJYV,32,118,SUBH26721642943822,NYBY58874253637850,115.11,1651974024.251633,1658799624.251635,120-94-1157,aceptado
OJUJGBBQJRD,32,118,SUBH26721642943822,JLSI99769961611263,323.33,1651974024.251655,1657935624.251657,120-94-1157,rechazado
QXTXGBPCT4X,32,118,SUBH26721642943822,PXZJ97541653748783,0.34,1653183624.251677,1657849224.251679,120-94-1157,rechazado
XGGYGBI1JZY,32,118,THQT14215184741416,DJPO94359151779625,790.54,1653442824.2517,1657417224.251701,120-94-1157,aceptado
UDWOGB7OOZB,32,118,THQT14215184741416,YHSV26321192508710,369.75,1653356424.251737,1657503624.251739,120-94-1157,pendiente
HHDOGBKGFKC,32,118,THQT14215184741416,CUAK18298366001725,530.3,1650159624.251759,1657158024.251761,120-94-1157,pendiente
PNTHGB099U1,32,118,THQT14215184741416,FDQM26812022384245,664.88,1651110024.251781,1657935624.251783,120-94-1157,rechazado
GNAVGB0PXJ6,32,118,THQT14215184741416,EDUS17434729770117,129.56,1653010824.251803,1658713224.251805,120-94-1157,aceptado
BZKZGB1BIYZ,32,118,THQT14215184741416,NPDG58777212211905,813.71,1652838024.251825,1657244424.251827,120-94-1157,rechazado
SVXPGB4WWTI,32,118,THQT14215184741416,RJTE13541915684713,989.14,1651369224.251848,1658626824.251849,120-94-1157,aceptado
IRSVGBDB371,32,118,THQT14215184741416,FTVQ30846339768963,750.73,1650764424.25187,1658022024.251872,120-94-1157,rechazado
KZXMGBG47TZ,32,118,THQT14215184741416,PELA34385061723037,610.56,1651369224.251892,1657935624.251893,120-94-1157,aceptado
SPIGGBXI50V,5,224,XQLX98499821330602,DXVB41438996519231,774.17,1651455624.252169,1658454024.252171,539-21-3755,aceptado
ESPJGBODWIT,5,224,XQLX98499821330602,LHRE33028425699190,490.87,1650246024.252192,1658799624.252193,539-21-3755,aceptado
QMEEGBOAV1X,5,224,XQLX98499821330602,CJJY85190258850333,301.12,1652578824.252214,1657503624.252215,539-21-3755,pendiente
PZYIGB3XNCA,5,224,XQLX98499821330602,MJEY87630933642142,463.8,1650418824.252235,1658454024.252237,539-21-3755,aceptado
LRJKGBOFWVE,5,224,XQLX98499821330602,WICZ65164438828290,248.23,1652146824.252257,1658626824.252259,539-21-3755,pendiente
TWJEGB812L0,5,224,XQLX98499821330602,ATIV13343432576383,48.86,1652319624.252279,1658108424.252281,539-21-3755,aceptado
FONVGB1V84A,5,224,XQLX98499821330602,BJOQ56365395721313,951.66,1650591624.252302,1658540424.252303,539-21-3755,aceptado
AEDYGBT0A56,5,224,XQLX98499821330602,SICS54347291201144,955.08,1651974024.252324,1657676424.252325,539-21-3755,pendiente
XMVPGBKHO60,5,224,XQLX98499821330602,NXBC02149240049009,97.87,1651282824.25236,1657762824.252362,539-21-3755,pendiente
XDNIGBJZW36,5,224,XQLX98499821330602,KFAR25230046665210,910.52,1650332424.252383,1658194824.252385,539-21-3755,aceptado
YMDFGBKX1CU,5,224,XQLX98499821330602,BHYO77260188857147,308.7,1652319624.252406,1657503624.252408,539-21-3755,pendiente
IZNQGBGETGJ,5,224,XQLX98499821330602,JSTV91824544609272,601.89,1650591624.252428,1657330824.25243,539-21-3755,pendiente
LCBRGBUNVOM,5,224,XQLX98499821330602,INFX50115982015967,239.15,1651974024.25245,1657762824.252452,539-21-3755,pendiente
HSOAGBBBY0M,5,224,XQLX98499821330602,EJQN44030253355151,393.89,1652492424.252473,1657071624.252474,539-21-3755,rechazado
YMNYGBDHF1W,5,224,QOKQ46822397554782,MHHH56851205224691,691.79,1650332424.252495,1658281224.252496,539-21-3755,aceptado
OKFKGB6J9A9,5,224,QOKQ46822397554782,KRBR02015075083228,435.59,1652233224.252533,1657849224.252535,539-21-3755,aceptado
NIURGBN2Y3O,5,224,QOKQ46822397554782,WFIN70940992558697,445.48,1653097224.252555,1657762824.252557,539-21-3755,rechazado
HPMIGBNVYTI,5,224,QOKQ46822397554782,VZOR26157977143626,744.16,1652838024.252584,1657590024.252586,539-21-3755,pendiente
FTVSGBIJWRJ,5,224,QOKQ46822397554782,NDLV60196537791061,300.64,1653183624.252607,1658626824.252609,539-21-3755,pendiente
UZDQGB5NIWJ,5,224,QOKQ46822397554782,UMGQ69202728446705,284.63,1652751624.252629,1657244424.252631,539-21-3755,aceptado
BDBZGBH1U55,91,49,XDYN77129444897265,CKTR42471228258774,727.75,1652146824.252905,1657676424.252907,300-44-8177,pendiente
JWWPGBBZ1Y5,91,49,XDYN77129444897265,MSUR99628028854307,259.31,1652492424.252928,1658281224.25293,300-44-8177,rechazado
ARYMGB8ZP5G,91,49,MYUG95768686329581,YZBW98383701021167,877.63,1652319624.25295,1657244424.252952,300-44-8177,aceptado
IXPFGBVBT3C,91,49,MYUG95768686329581,LJCM49373346015026,740.29,1650764424.252989,1657417224.25299,300-44-8177,pendiente
ZVPQGBPWB53,91,49,MYUG95768686329581,IFPG96756901272509,469.74,1653010824.25301,1657676424.253012,300-44-8177,rechazado
PXZUGB1P9NO,91,49,MYUG95768686329581,TMDU40640232912325,756.79,1651974024.253032,1657935624.253034,300-44-8177,aceptado
HORXGB7SMGY,91,49,MYUG95768686329581,SRYZ47957963384421,407.11,1652838024.253054,1657071624.253056,300-44-8177,aceptado
TABHGBQK7VT,91,49,MYUG95768686329581,FQVJ20913198439393,870.24,1652578824.253076,1657503624.253078,300-44-8177,rechazado
PUNFGBDS2IC,91,49,MYUG95768686329581,LULL12304421440841,236.62,1652578824.253098,1657762824.2531,300-44-8177,pendiente
ZMIZGBSTYD3,91,49,MYUG95768686329581,NIBD73578419693544,591.44,1652146824.253121,1657071624.253122,300-44-8177,rechazado
TYLKGBL5EVW,91,49,MYUG95768686329581,NJNM74674825676134,200.94,1653529224.253143,1658454024.253144,300-44-8177,rechazado
MAGXGBG0YO4,91,49,MYUG95768686329581,UGKR22957119432214,2.25,1653442824.253165,1658194824.253167,300-44-8177,rechazado
TFKCGB1WI5Q,91,49,MYUG95768686329581,TXSC50311406635669,8.49,1650678024.253187,1658367624.253189,300-44-8177,pendiente
BYTDGB85BVI,91,49,MYUG95768686329581,YIVU11702414111515,651.43,1651714824.253209,1658799624.25321,300-44-8177,rechazado
JYPNGBQUZ58,91,49,MYUG95768686329581,EUQE63356914510229,553.59,1653010824.253231,1657244424.253232,300-44-8177,pendiente
LDRRGBMOIYY,91,49,TLYU78129132235816,QEEV24583732490508,36.06,1651887624.253253,1658713224.253255,300-44-8177,pendiente
QMQRGBQCBEZ,91,49,TLYU78129132235816,IFUC72821234268647,291.58,1651801224.253291,1657935624.253293,300-44-8177,pendiente
TPRVGBUX9IN,91,49,TLYU78129132235816,VFKS46554075899282,410.39,1653183624.253313,1658799624.253315,300-44-8177,pendiente
YAPQGB89AW6,91,49,TLYU78129132235816,LBOY78050363339877,761.69,1652319624.253335,1658799624.253337,300-44-8177,rechazado
RHHJGBN6I7M,91,49,TLYU78129132235816,MGPK46508985613347,67.99,1651887624.253357,1658799624.253359,300-44-8177,rechazado
YKGLGBWGXVC,41,204,PRCQ55184009476440,WXYE67822704084157,92.34,1653183624.253638,1657676424.253639,005-31-6543,rechazado
NEGZGBP1LOC,41,204,PRCQ55184009476440,TLYE67356728088538,816.49,1652492424.25366,1658022024.253662,005-31-6543,rechazado
MSNWGBI1WQX,41,204,PRCQ55184009476440,VHXM92033388887605,5.92,1650332424.253683,1658540424.253684,005-31-6543,pendiente
VGOFGBMUTB0,41,204,PRCQ55184009476440,LUNG93007009951469,820.25,1653529224.253705,1657762824.253707,005-31-6543,pendiente
ALVYGB9S6BD,41,204,PRCQ55184009476440,SUMM12438660957755,292.67,1653442824.253727,1658799624.253729,005-31-6543,pendiente
IRPGGBLR21H,41,204,PRCQ55184009476440,ZUEK52680309819174,521.49,1650418824.253749,1658367624.253751,005-31-6543,rechazado
WFEDGB5WHP6,41,204,PRCQ55184009476440,FRGV02868556663075,635.45,1652665224.253772,1658194824.253773,005-31-6543,pendiente
