NroCheque,CodigoBanco,CodigoSucursal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
678,88,228,4951063085,270355685,76.15,1647355082000,1657402940000,77-166-3682,2
679,13,43,7723823789,9938501435,40.94,1647337002000,1658934830000,73-966-2835,2
680,23,212,8179135357,934963320,26.93,1639382930000,1656584534000,45-843-5711,2
681,39,259,340223820,1056721316,25.27,1641937216000,1658983215000,31-019-5771,2
682,65,105,3745076443,4111526365,88.27,1632827609000,1656986324000,20-294-6803,2
683,84,1,4879556203,1086812719,10.55,1625172259000,1656925662000,18-273-5001,2
684,99,144,8566518748,553704842,18.48,1646155789000,1658043939000,76-444-9278,1
685,11,296,1675463840,1866762176,68.83,1639560888000,1657993279000,74-952-6832,0
686,79,239,7405583350,8806605690,82.72,1646054867000,1656891515000,48-642-3545,2
687,35,93,5252098271,2912171547,96.74,1644369419000,1657242893000,05-285-6181,1
688,98,5,8559595708,2599519195,78.28,1624098964000,1657376862000,63-169-0137,1
689,71,21,9995376644,3722058414,8.63,1633767907000,1658117461000,39-954-8234,2
690,30,268,9479307782,7776241911,48.48,1640179021000,1658421983000,26-112-8951,2
691,81,191,1831468166,7964442317,88.92,1622652247000,1656467814000,32-254-7279,0
692,84,298,1800156073,8078400284,51.6,1637808376000,1656478212000,91-442-7957,1
693,24,243,7671630047,390891819,73.59,1629477063000,1658178850000,56-611-3170,0
694,97,161,7337763123,463676858,27.25,1653839850000,1656609186000,79-300-8184,2
695,60,173,5361064726,2165942586,58.19,1640671904000,1657867786000,48-630-7062,2
696,23,262,2963183739,1976264677,21.33,1651261704000,1658210208000,89-981-8902,2
697,6,85,5310321853,477065937,22.81,1641749620000,1657871577000,47-735-2135,1
698,16,59,3309377431,4606822910,69.25,1643761576000,1658470048000,19-727-7578,0
699,19,181,4118099942,4715448505,32.31,1647416771000,1656942130000,36-148-7436,0
700,65,178,1630888028,8663802579,28.34,1626308827000,1657730883000,58-938-0753,2
701,31,168,9179011861,3978831562,53.18,1653339289000,1658840057000,59-772-5835,0
702,55,180,5284867262,9444821420,87.38,1654878498000,1657967451000,21-999-5831,1
703,94,213,5163324101,817493662,15.73,1645959237000,1657266306000,25-139-7151,0
704,100,16,5745232609,9903085125,95.53,1640255640000,1658246007000,85-073-3307,1
705,73,147,2608186939,8140704563,72.16,1632689449000,1658076262000,07-996-7095,1
706,57,263,9654432560,7044574866,27.11,1636724335000,1658456710000,10-915-2658,1
707,82,7,7054818822,2684694079,57.4,1624492148000,1657262106000,21-184-5333,1
708,35,64,8439415931,8234675818,78.42,1629247655000,1657659573000,03-835-5645,2
709,5,203,2519531584,3645102760,75.18,1642246141000,1658388355000,28-809-6232,0
710,47,27,8880366076,8348617086,56.74,1623602529000,1657108458000,56-123-3185,2
711,43,141,2450585419,8798733087,68.11,1646848817000,1657962755000,88-255-0179,0
712,98,98,3506817957,169354733,43.78,1636268349000,1657260859000,46-279-4980,2
713,88,41,9094087057,3063280593,1.29,1648384754000,1657006209000,43-701-7403,2
714,79,214,9655402746,597088519,22.73,1625948539000,1657385970000,64-587-7924,1
715,91,132,6022114497,3482912106,70.08,1646912054000,1659000735000,10-771-7608,1
716,73,78,491801408,994160143,84.81,1622614074000,1658988454000,51-110-3259,0
717,43,166,820476803,1958915971,43.71,1654911159000,1658024471000,72-504-5140,1
718,74,283,4660232204,6538806902,93.68,1650976169000,1658831527000,88-447-2072,0
719,45,276,9220554909,8804527285,22.47,1650127023000,1657105292000,97-124-5379,2
720,89,178,7089914909,5713138011,36.15,1629390337000,1656508207000,77-425-6560,1
721,97,199,6406269292,4818447765,12.92,1654285350000,1658911922000,77-613-7326,0
722,85,48,399703659,9941083835,36.14,1651503570000,1658782575000,29-674-7270,0
723,10,26,5140374153,8560780602,98.45,1625633505000,1658127523000,00-947-8368,1
724,54,42,364819081,5870672449,17.74,1635991285000,1658831584000,66-338-5903,1
725,71,297,9114798603,4622294176,21.34,1642061828000,1656589866000,72-258-0874,1
726,68,29,8721010110,49360906,59.16,1649503078000,1656991120000,94-317-5749,1
727,91,66,4470693502,5753771793,21.02,1634086804000,1657332493000,58-831-7816,1
728,17,283,3787729496,6082163877,20.6,1633277163000,1658619040000,14-722-0074,0
729,60,125,1385798750,9418622572,41.94,1653933858000,1656763929000,38-356-4977,0
730,53,264,1040173942,3411262699,12.6,1624092647000,1658349948000,63-408-4250,0
731,72,131,992896045,7676848024,15.5,1644226811000,1657793167000,21-754-0431,2
732,4,48,1143206215,4330650630,87.07,1633984516000,1657551520000,80-474-2233,1
733,7,257,3559944295,3411114037,52.95,1623360536000,1658353208000,64-161-5037,0
734,36,9,6182766840,2446070493,95.12,1642510243000,1657949113000,52-128-7945,0
735,92,273,7248399531,3781642275,92.02,1648083004000,1658520146000,43-480-2583,2
736,56,60,7074279943,7967057066,67.44,1629497667000,1656950773000,53-815-9808,0
737,74,241,6137630188,336387814,75.14,1627344806000,1658101474000,14-890-9877,2
738,100,166,4028554241,8441793646,13.8,1645324610000,1658684885000,48-294-1976,2
739,79,80,9715901484,4703269317,31.65,1638421741000,1657376988000,85-960-1279,1
740,76,214,4871872459,6482029760,42.49,1633480568000,1656961469000,51-043-1909,1
741,65,167,3699197387,5596004146,16.09,1644611509000,1658795226000,91-993-7551,0
742,40,203,6840322785,754693627,98.79,1636662264000,1658197083000,93-028-1941,0
743,57,128,7051414003,8768021259,96.93,1647991096000,1659225484000,83-174-4917,1
744,88,252,4128815462,1673560091,95.87,1642563606000,1659224790000,43-390-2956,0
745,5,264,7021010346,8935589330,29.02,1628235323000,1658930550000,66-127-2226,2
746,72,160,3576724168,6920186330,37.47,1637321896000,1658336616000,04-795-0951,1
747,68,10,3529528331,4502435627,32.29,1635136549000,1658099851000,18-634-8073,1
748,22,28,8787460491,9981107697,6.48,1637513659000,1656466335000,85-002-7172,1
749,31,134,5506916256,787503916,59.68,1629782057000,1658960575000,19-216-5609,0
750,33,42,2750883741,7643385718,79.09,1647152743000,1657756556000,44-736-2193,2
751,82,193,8147182988,5964326447,28.14,1653148177000,1656792831000,99-390-9330,2
752,36,146,385534329,3950894497,82.47,1643565257000,1657397711000,16-881-6450,1
753,97,182,1810976707,9583202258,95.07,1631654467000,1658615799000,69-651-1382,2
754,81,219,3261769580,278423191,19.53,1624020852000,1658694963000,71-582-7399,1
755,94,191,8543748224,6614143964,58.76,1635339192000,1656435712000,36-473-1870,0
756,55,166,2248457898,3658887109,35.18,1637010134000,1656891981000,46-158-0938,1
757,83,177,7365191767,8886750129,58.24,1624543180000,1659097504000,90-189-7828,2
758,80,251,6575375596,911399194,78.59,1648197788000,1657273527000,63-006-5189,2
759,85,191,9201530595,9180090400,99.85,1648953601000,1657233327000,22-712-6155,2
760,96,139,1978370210,3421151105,98.93,1647724380000,1656634092000,82-569-2155,0
761,94,78,7735000731,5944454571,71.23,1645486025000,1657406456000,59-218-8134,2
762,72,45,1735522872,5908262269,36.23,1630480117000,1656675179000,79-534-7808,1
763,39,64,6930943487,2035456568,61.64,1655318683000,1656552797000,20-537-5841,2
764,30,94,4195872219,338425918,3.75,1647261596000,1656795310000,91-820-8239,2
765,39,213,1397842644,5372138459,99.87,1637784339000,1658403391000,24-979-6110,0
766,11,278,8363491462,2770952765,31.31,1637897562000,1656960043000,25-569-8238,2
767,47,76,713508272,2695677057,48.02,1642020688000,1657333889000,53-150-9596,2
768,92,206,1648893848,2963427670,14.57,1648140936000,1658106034000,54-431-8929,1
769,32,249,1693361078,340084081,67.05,1655395069000,1656851723000,58-610-0208,0
770,52,46,7394829138,5560995207,42.16,1639777231000,1658040216000,23-464-2762,1
771,80,51,8754990114,779407601,76.13,1638162134000,1658507559000,03-870-3299,2
772,70,242,8979999089,6659422692,49.44,1646827724000,1657973489000,66-321-6342,0
773,61,80,494339756,8011455435,1.76,1633021941000,1657150136000,04-266-7076,2
774,48,24,9907769924,4398463089,6.19,1636634292000,1657926398000,66-196-8109,1
775,9,3,8091744811,2581442689,50.46,1654627094000,1657185352000,98-999-2142,0
776,58,290,5849236120,8228225334,46.55,1629608159000,1658082054000,42-373-2889,2
777,77,13,3210314195,3351382200,14.55,1646754328000,1659182422000,49-312-9585,0
778,38,284,4007495114,2720174513,38.1,1648564199000,1657926470000,54-712-3566,2
779,28,45,7524959907,7108105829,72.84,1642639205000,1656592313000,27-408-1045,2
780,35,65,3728653543,9439013877,58.41,1642745270000,1657571194000,62-989-9349,2
781,77,157,66822912,8128249398,25.33,1626705156000,1657470830000,44-390-0980,2
782,80,36,3687945898,9756742089,82.29,1631029328000,1658969721000,49-062-0255,0
783,71,242,9744215291,802637531,83.23,1639558525000,1657848438000,84-453-7502,0
784,3,20,3950527915,9401040230,39.62,1629607508000,1658193411000,27-821-1706,1
785,43,107,878260382,4869278219,88.4,1639026791000,1657952565000,42-797-5378,1
786,53,127,6241608746,2011532566,10.0,1644338475000,1657191026000,93-285-2647,2
787,6,20,8508052154,3618514255,68.93,1636529123000,1658791485000,01-586-0857,2
788,57,266,6599504566,3571304187,13.89,1653842895000,1659039085000,59-234-0188,2
789,75,121,51003759,7286059319,96.16,1623857249000,1658766548000,64-123-1803,1
790,64,281,6838457490,4182193512,6.56,1628285926000,1657012679000,61-287-8263,1
791,21,70,8815510478,1507673647,24.02,1654439402000,1657281068000,51-260-8466,2
792,65,84,188366199,7293137303,89.59,1652801325000,1657729380000,70-384-9284,1
793,81,57,1513401742,9904598908,63.48,1645853038000,1658832926000,90-822-1236,1
794,11,61,212431366,1457244160,2.33,1631316928000,1656691149000,74-206-9020,0
795,61,154,3006527836,1845510003,99.04,1652982153000,1657083592000,79-658-5240,1
796,67,32,6606112311,6686555703,26.18,1635170957000,1657039193000,39-903-6837,0
797,53,5,7919668964,8473377710,86.78,1653145227000,1658419584000,86-641-2270,2
798,90,211,2039428321,208966676,75.88,1627917158000,1657748574000,99-626-5332,2
799,69,140,814330851,2598583469,20.56,1643061392000,1657222411000,62-147-7481,0
800,78,246,3020816084,487842871,53.97,1630028986000,1658400723000,28-026-5663,0
801,87,58,340388196,8123172052,76.69,1647355186000,1656595477000,42-006-4083,2
802,32,167,5874078665,4085783149,98.95,1653987115000,1656578191000,48-320-6403,0
803,19,177,2464043117,5367686559,11.15,1645953471000,1657449573000,50-181-2237,0
804,71,164,5175144154,7772707657,16.31,1634905667000,1656509309000,34-493-4257,2
805,50,24,7911366918,2247449301,19.62,1635480995000,1659115683000,83-509-5140,0
806,59,117,173807038,354927094,70.03,1629732062000,1656975373000,25-789-3824,0
807,27,215,6890777921,2368975640,92.41,1644799302000,1657890320000,99-889-7571,0
808,73,285,9727680909,6444005647,21.63,1645896913000,1656613807000,75-364-1652,0
809,56,239,8896393558,6715847738,41.41,1623130583000,1657684039000,01-093-1655,2
810,25,126,371621577,5689229180,68.64,1624812647000,1656814842000,47-508-2828,0
811,87,132,185277594,905617622,60.85,1637086538000,1658282878000,88-897-6361,0
812,20,164,9319718784,5914722713,91.76,1643956651000,1658239925000,03-544-5951,2
813,19,212,985702877,4827846847,53.29,1651668547000,1658856969000,87-724-3123,1
814,3,285,2654994333,7762231374,95.88,1641310988000,1658610648000,11-801-2161,2
815,34,146,2430202824,8181742850,75.74,1648195898000,1659036934000,93-506-6548,0
816,26,270,8177683063,8044127607,26.92,1648517837000,1656647144000,05-105-8243,0
817,81,280,1581435975,9028975209,76.62,1638136079000,1657792218000,34-361-6455,0
818,58,294,4362607005,1057417688,13.3,1646785060000,1659153758000,72-675-5963,1
819,73,199,4011849952,1970495804,96.03,1639301744000,1656648339000,83-230-9070,2
820,23,222,8228279078,8627714657,85.84,1624550123000,1657768153000,95-563-8085,2
821,3,217,7440522028,9757893323,47.82,1623027920000,1656615532000,52-264-7963,1
822,75,214,6024524250,460672681,8.08,1632355849000,1657854202000,34-411-3107,2
823,51,130,964969181,4696087549,84.99,1646883585000,1658709669000,04-355-6911,1
824,85,111,7280887864,1677684410,19.19,1652087428000,1657961895000,39-589-5768,1
825,72,31,872767485,9807980275,16.89,1654296564000,1658416957000,54-088-4058,2
826,46,288,7590462594,7379464817,70.83,1631012843000,1656519475000,79-446-9795,0
827,5,1,5458003012,2707366072,33.16,1635708308000,1658400971000,13-713-4301,2
828,90,9,8890340002,6210039766,88.52,1646368537000,1658771624000,35-953-3386,0
829,15,251,6964534741,6896356812,77.51,1631610139000,1657667798000,24-873-3528,0
830,19,287,2569842591,9999743943,75.58,1627900634000,1657460704000,39-768-8980,1
831,47,118,8003359767,485608006,52.34,1651356106000,1657710171000,44-990-2309,2
832,51,235,4215853559,7541085006,71.98,1633318416000,1656694010000,57-098-8072,2
833,76,196,3073620877,5889238418,82.38,1646354069000,1658365661000,34-495-5019,0
834,99,233,6651086901,9877296543,26.95,1628270295000,1658893676000,80-511-5809,0
835,77,105,5494700844,8231530495,43.93,1644042255000,1656943985000,20-839-9494,1
836,19,37,8238037395,1004238738,7.9,1637602092000,1657519186000,53-657-2501,2
837,88,108,346850185,9460930344,94.93,1622828358000,1658778824000,97-072-1114,1
838,28,143,5325798529,5472176255,13.83,1643286251000,1657269954000,74-408-3745,1
839,86,18,25145088,3716942197,41.72,1627675046000,1657473579000,48-895-6266,0
840,47,237,9520940383,7519155226,8.13,1640106350000,1657548562000,48-249-8678,1
841,62,206,7317052159,4905734541,14.18,1655434890000,1658705396000,98-934-5395,2
842,7,107,5049468310,4809590437,67.22,1652404404000,1658419483000,86-689-7360,1
843,17,217,5008507842,5443149253,63.99,1644577418000,1656616882000,10-586-7833,2
844,33,45,9719075686,233064834,51.13,1634530224000,1656555377000,77-343-0638,2
845,8,39,2605642526,8396683182,68.25,1642706038000,1657833205000,90-186-4623,1
846,90,66,9243939610,4512023879,8.91,1654430651000,1657369352000,40-099-6487,1
847,81,248,8974822229,5739205972,70.98,1644253060000,1656586753000,75-767-1723,1
848,36,247,6335074117,2287910190,68.25,1643644039000,1657268988000,04-044-6990,1
849,36,98,3991614952,6572828719,85.91,1646529883000,1658992292000,08-824-1726,0
850,41,94,7407439737,6647498508,46.25,1623001052000,1657519580000,85-978-9838,1
851,9,2,7460392154,4009811676,30.3,1654903835000,1658735596000,05-098-0637,2
852,30,15,405041276,9146067728,74.58,1650855998000,1656617484000,34-458-1151,1
853,99,33,9788372732,1187734799,30.78,1644402627000,1656685006000,65-831-2636,1
854,36,153,2183072539,4503353497,18.13,1627291304000,1657377760000,38-281-0338,0
855,18,238,3766916084,2681018455,47.13,1633341096000,1656737379000,71-258-9064,2
856,85,1,4584832056,1550906291,57.56,1640006090000,1659046506000,98-353-0173,1
857,56,156,7302390088,7368699052,74.73,1629969569000,1657132303000,63-071-2872,0
858,30,150,5412858341,7912574786,11.07,1624280627000,1659219396000,01-679-4275,1
859,30,190,8552047152,3457068658,17.9,1652322301000,1659140430000,45-255-5276,2
860,90,6,3140764537,2102770672,11.58,1642346132000,1658488660000,55-450-7769,1
861,27,274,6353293690,3616955599,44.4,1631311445000,1657690727000,51-531-8233,1
862,36,197,9740547877,8224628353,20.16,1652242212000,1657099757000,76-972-5853,0
863,50,256,3522349377,6977390743,3.39,1646314213000,1658651364000,44-417-5792,1
864,25,20,6393452919,9615714232,69.57,1628971229000,1657466293000,52-742-9917,1
865,21,255,4734008302,8428099731,65.9,1636509841000,1657078936000,58-529-9664,0
866,34,196,3523810086,6356369019,34.1,1636267349000,1658934097000,22-640-4752,1
867,58,241,1847666671,8371289820,84.9,1631233142000,1657589218000,23-216-8239,2
868,64,111,8450418542,3780310562,66.05,1636551836000,1657657203000,32-670-1682,2
869,63,142,9841258706,4791309847,33.5,1623188465000,1658660425000,45-478-2569,1
870,39,80,3054307026,3956823125,97.1,1640808830000,1658151049000,01-036-0368,2
871,61,57,2664519301,7603253020,15.59,1653949291000,1657849226000,09-116-0953,0
872,2,213,8673683084,3694270701,46.49,1653833669000,1658587261000,23-885-3864,2
873,97,284,4900085871,4150909415,57.49,1629560174000,1657741684000,95-455-7829,1
874,82,218,8816061197,6119632530,17.51,1628728638000,1657579077000,61-796-3515,2
875,12,279,9094926792,2814498975,21.49,1628669204000,1658542373000,35-601-1905,0
876,25,280,5916965583,1857731247,93.75,1631183763000,1657911695000,92-603-1997,2
877,78,175,9626931515,8023989359,48.11,1632989294000,1658475835000,44-015-1060,1
878,77,203,5929484465,825496985,29.0,1653060596000,1658347936000,65-707-5021,0
879,69,164,2117938388,8622405214,33.71,1632713546000,1658098640000,17-186-5403,0
880,45,116,2254203355,9191673437,35.86,1625010217000,1658293978000,86-245-3141,2
881,36,101,8976220099,4672255204,92.97,1631549884000,1657099642000,76-655-0418,0
882,44,237,482425687,1155321995,1.38,1644568086000,1657741332000,42-593-1852,1
883,34,189,4304214853,5501321416,85.98,1632277073000,1656969563000,37-484-9304,1
884,19,246,2378573162,9146268723,64.21,1650433067000,1657870480000,59-790-0652,1
885,65,206,5438788669,9190354311,74.78,1635592883000,1658500802000,50-666-9802,0
886,30,170,3402629933,5916697309,27.64,1654787819000,1657875530000,29-370-0243,1
887,53,293,5391567742,3816283098,58.53,1655925148000,1656588715000,80-638-4778,1
888,14,128,6449350202,9893931673,65.97,1622910703000,1656717821000,49-638-2273,1
889,52,67,8142056127,8281721545,30.52,1640533930000,1657703109000,77-439-4028,2
890,20,5,5238213794,1930146663,95.14,1651424640000,1656473205000,11-784-6655,1
891,48,282,6627747421,6733904268,22.42,1652740324000,1658544709000,06-677-8079,0
892,29,99,5410690656,2473492549,86.36,1633296172000,1656778808000,66-664-6922,0
893,31,227,9136289019,5333898839,8.84,1625131652000,1657129191000,11-775-1497,1
894,67,287,2513891953,7950717521,17.02,1653305410000,1658582253000,19-124-7529,0
895,81,17,4421810673,3683142693,76.43,1625030072000,1656949066000,05-621-7366,1
896,41,215,2982356910,4237187756,16.74,1637448996000,1658067720000,72-940-8673,2
897,33,63,4485403548,7236766739,76.4,1635297112000,1658788211000,41-898-7086,1
898,71,118,872832635,5168365078,84.32,1636474928000,1657095460000,04-162-3853,1
899,83,144,3478243386,4621908987,91.49,1651295563000,1656933038000,93-164-5207,0
900,37,60,4092761295,3408027846,52.17,1641054783000,1658435955000,93-078-6907,2
901,72,65,5501266334,9670827930,78.31,1636387066000,1657183395000,97-271-0634,1
902,51,163,9656725662,5264369992,4.0,1645281233000,1658485829000,79-472-3883,0
903,65,132,9991230750,9183572260,80.36,1632796437000,1656994779000,98-758-6299,0
904,90,298,1062722221,2869522878,25.39,1644781388000,1658861719000,84-689-2517,1
905,66,79,208134395,4284010409,6.96,1640086934000,1657628301000,23-463-0874,2
906,85,201,9058349888,4400410072,69.54,1640796101000,1656961038000,58-243-8235,1
907,37,262,685224589,6377247044,21.42,1649721520000,1656681754000,46-510-5175,1
908,55,175,9900419995,1462566979,79.62,1652449515000,1658961810000,03-315-2904,1
909,52,3,2678922944,7077475174,65.59,1627510463000,1658761808000,52-759-8162,2
910,44,277,8147295383,3195618079,98.46,1647019949000,1656418957000,27-217-0561,0
911,64,89,8951706451,3349503993,9.7,1641240113000,1656482540000,54-905-6202,2
912,59,30,6373613925,8040004594,62.78,1629406646000,1658011233000,30-037-5837,1
913,56,140,6895430563,9366612598,17.54,1627305994000,1659097180000,54-877-3668,1
914,100,108,9904224579,6705446595,59.46,1635869841000,1658643350000,70-500-6243,1
915,19,278,4225507076,6080887932,89.33,1627437009000,1658317972000,37-380-1187,1
916,67,204,8744247117,7626028872,24.22,1625575152000,1656632334000,78-990-4273,1
917,48,289,5623350771,3871620386,71.09,1626796483000,1658661195000,88-202-7258,0
918,77,255,2078166510,6747366247,93.79,1640152761000,1659189399000,29-892-2101,0
919,78,111,1923009524,9135954205,65.1,1644622051000,1657070191000,46-724-1276,0
920,20,298,9959358879,3382250446,52.11,1633326749000,1657918057000,60-981-2304,2
921,58,27,311200214,5147116192,89.36,1640179875000,1657049410000,79-916-6496,0
922,68,176,322252458,1201010675,23.15,1631003470000,1657880464000,51-565-8350,1
923,10,113,2225331154,3451873974,56.49,1642282958000,1659136154000,33-383-9409,2
924,12,62,1971858838,238583155,59.07,1625497373000,1658154598000,07-466-1199,2
925,9,266,4791321510,9949422728,54.44,1640438978000,1657000325000,48-694-6644,1
926,8,251,3571916824,6651458515,18.54,1654341181000,1658595530000,75-524-6888,2
927,91,158,8460018377,1682457222,58.37,1629310750000,1657812865000,46-985-0847,2
928,36,227,1609267834,9401617376,24.2,1648902021000,1657786661000,66-808-4823,2
929,39,247,5260383613,8733903077,37.51,1627610099000,1658223393000,96-057-2381,0
930,47,91,5077895147,8610656071,28.84,1648934776000,1658703894000,09-293-2682,1
931,44,245,3076795597,1360342311,57.08,1622766250000,1657798302000,24-785-9714,0
932,70,72,3594838315,5748618893,69.65,1626213817000,1656844870000,53-618-7842,2
933,81,137,1876154357,5714688317,44.64,1635315364000,1656517513000,31-126-0916,2
934,15,64,6599992447,6438562998,39.71,1623886875000,1659051240000,49-741-6046,1
935,13,274,3853296912,7387115699,37.46,1645771695000,1657537846000,53-281-0239,1
936,17,137,7556540634,566283174,87.16,1650145210000,1657812033000,33-729-4594,0
937,21,200,8716352459,6861847003,31.16,1646561068000,1656754185000,79-012-1480,1
938,85,157,1420761137,2237762309,94.29,1644086663000,1658511044000,42-426-3153,1
939,22,267,7019174876,6890381068,49.39,1631498620000,1658984206000,06-747-5571,0
940,91,226,398630984,407973303,21.07,1637987728000,1658343236000,05-594-9724,2
941,4,278,6609143919,8111543530,95.97,1633806959000,1658304211000,39-360-2647,0
942,93,290,5980006141,4442478325,32.13,1639495040000,1658639353000,62-289-1241,0
943,65,80,4856369520,4487076943,51.38,1645627186000,1657568354000,17-611-7117,1
944,37,134,8351310549,22485295,9.06,1623893962000,1657880509000,76-636-8138,2
945,34,251,9026425988,1373894199,42.07,1644356263000,1658864839000,10-199-8139,1
946,84,74,788465910,4854025611,39.77,1627915181000,1658018724000,03-519-5989,2
947,33,51,7578155776,3789783323,4.16,1646865460000,1658342552000,15-388-0591,2
948,44,22,8271227688,5479654616,54.33,1655283842000,1657567801000,53-140-4119,2
949,50,155,697102831,6986171714,63.98,1628520786000,1656467330000,92-813-3246,0
950,21,179,763265632,3692515650,74.2,1636413559000,1657537840000,82-685-2906,0
951,36,238,799054208,1400372755,79.2,1640139829000,1657288712000,27-322-6754,2
952,57,296,34878513,404001939,10.78,1652806074000,1657958562000,65-518-5503,1
953,61,151,9619293088,1794459391,24.39,1637308723000,1657437744000,17-256-4456,0
954,29,28,6726360827,4341675435,59.63,1651106038000,1659222346000,35-425-5837,2
955,53,108,2169994696,7066872843,77.62,1636692227000,1657738935000,11-031-9384,0
956,46,26,202055248,6337201051,78.88,1622930209000,1659096973000,55-208-7747,1
957,49,149,7018118239,2274792615,55.61,1639407534000,1657852877000,75-352-6700,1
958,58,71,4173893264,7512134444,21.03,1652589936000,1658807844000,24-606-3828,0
959,26,276,5105483219,2130466249,92.04,1626812874000,1657176839000,72-160-7033,2
960,21,113,5318193455,5598555581,71.09,1622953693000,1657774364000,40-102-4928,0
961,43,30,1862986258,6754801093,66.97,1644207002000,1658009221000,48-097-7908,0
962,15,7,8073835355,121181243,66.55,1644085825000,1657312267000,54-393-3169,1
963,95,196,7664259495,5170200854,85.76,1629608124000,1658868032000,49-458-3008,2
964,71,241,995381259,5112160373,72.71,1638387977000,1657519131000,37-963-1716,0
965,66,80,6970824225,7076460572,6.32,1644425488000,1656841003000,49-316-9136,1
966,29,229,8993927146,3274857432,99.65,1650776796000,1656726905000,17-073-5829,0
967,39,187,6233505615,3857989807,44.95,1643694217000,1658887756000,13-743-9671,1
968,11,202,6831035345,2444603893,15.05,1653341366000,1656834549000,97-661-3126,0
969,1,122,6992622544,6328399774,33.5,1636022053000,1657730062000,74-174-0584,2
970,50,70,8528168298,3764500433,85.75,1655867571000,1657408556000,86-183-6440,0
971,2,237,3656500622,5377108469,5.4,1641311885000,1658972716000,60-433-3122,2
972,22,244,1939586690,630747377,80.49,1630695013000,1657077709000,94-007-5527,2
973,41,168,9843064879,9484632335,80.22,1626287577000,1658088853000,27-948-7852,0
974,71,44,3614783588,3183771071,74.5,1648256228000,1659065980000,14-749-5862,0
975,8,223,6407260248,8804004487,70.93,1646798978000,1658182061000,93-174-8500,2
976,74,265,6042255479,3949751858,66.4,1641711712000,1658239372000,81-853-1178,1
977,18,93,9635930011,3971861024,46.98,1654348962000,1656910284000,42-408-0059,1
978,68,68,5207554379,3870281227,93.89,1648859520000,1658593803000,04-548-1579,2
979,6,261,3096894248,5579015690,93.65,1626190297000,1658620653000,80-359-8746,0
980,68,85,6222652778,899519288,24.46,1655006830000,1659062964000,60-310-6412,1
981,73,137,3876635772,6786741398,31.11,1633487935000,1658306073000,38-653-0982,0
982,70,201,1378823931,3139733844,41.43,1629646730000,1657133370000,84-967-0431,1
983,16,65,646391747,8618626775,58.43,1638642172000,1657490141000,16-293-0947,2
984,37,230,3028911809,25456431,69.54,1628100642000,1658236413000,35-955-9913,0
985,8,279,6687135651,7298336916,76.55,1623797957000,1657848398000,78-063-9820,2
986,49,275,8679986321,2310523976,79.94,1624360004000,1658487383000,46-375-1828,1
987,55,293,9732398388,3300352991,78.61,1631169883000,1659064222000,11-848-3921,1
988,50,251,7344027879,9146243208,22.18,1632082490000,1656758759000,15-860-4192,2
989,96,267,3540235825,5415070133,87.66,1629387360000,1657091785000,89-096-4414,2
990,95,223,739561812,2068774607,51.05,1623687315000,1656561891000,75-442-8407,0
991,27,164,5490177241,9533196017,65.41,1641540943000,1658825690000,40-045-5380,1
992,1,30,3403080137,3970965977,50.7,1641247649000,1656400289000,81-027-3198,1
993,34,56,385334036,5954900302,68.6,1632801933000,1656442420000,31-914-1109,2
994,11,181,6680303389,8755992773,97.29,1638790006000,1658443448000,01-923-5288,1
995,45,143,1475541570,313821712,96.97,1650460966000,1656470312000,45-384-9700,2
996,29,50,9219672804,7842123861,95.1,1645199937000,1658078766000,91-500-8163,1
997,83,63,6123110136,1317135105,14.77,1637571082000,1656856711000,40-120-2954,0
998,83,213,5784277715,3006857356,97.09,1622646156000,1656892549000,45-915-3205,0
999,99,297,1534809597,5206528447,95.81,1630852437000,1657770615000,12-667-9547,2
1000,75,106,3352902372,1998510417,86.7,1636405659000,1659184045000,47-654-6479,0
